2023-08-05_17-07-28: DF Exception: Sub: R1004D, Sess: 0, KeyError, 'HFA_array', file: ripples_HFA_general.py, line no: 249
2023-08-07_17-22-07: DF Exception: Sub: R1269E, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1269E_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-22-07: DF Exception: Sub: R1269E, Sess: 3, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1269E_3_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-22-19: DF Exception: Sub: R1354E, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1354E_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-22-20: DF Exception: Sub: R1361C, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1361C_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-22-23: DF Exception: Sub: R1372C, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1372C_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-22-23: DF Exception: Sub: R1372C, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1372C_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-22-27: DF Exception: Sub: R1380D, Sess: 4, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1380D_4_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-22-27: DF Exception: Sub: R1381T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1381T_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-22-40: DF Exception: Sub: R1398J, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1398J_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-22-40: DF Exception: Sub: R1404E, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1404E_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-22-44: DF Exception: Sub: R1420T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1420T_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-22-45: DF Exception: Sub: R1421M, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1421M_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-22-46: DF Exception: Sub: R1426N, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1426N_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-23-00: DF Exception: Sub: R1463E, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1463E_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-23-02: DF Exception: Sub: R1465D, Sess: 3, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1465D_3_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-23-02: DF Exception: Sub: R1467M, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1467M_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-23-10: DF Exception: Sub: R1472T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1472T_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-23-10: DF Exception: Sub: R1472T, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1472T_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-23-27: DF Exception: Sub: R1488T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1488T_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-23-28: DF Exception: Sub: R1488T, Sess: 3, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1488T_3_HPC_encoding_soz_in_hamming.p', file: <ipython-input-4-681bb1b1ad35>, line no: 55
2023-08-07_17-57-38: DF Exception: Sub: R1004D, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1004D_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-57-40: DF Exception: Sub: R1067P, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1067P_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-57-40: DF Exception: Sub: R1086M, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1086M_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-57-43: DF Exception: Sub: R1147P, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1147P_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-57-46: DF Exception: Sub: R1190P, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1190P_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-57-53: DF Exception: Sub: R1269E, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1269E_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-57-54: DF Exception: Sub: R1269E, Sess: 3, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1269E_3_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-05: DF Exception: Sub: R1354E, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1354E_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-06: DF Exception: Sub: R1361C, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1361C_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-08: DF Exception: Sub: R1372C, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1372C_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-08: DF Exception: Sub: R1372C, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1372C_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-13: DF Exception: Sub: R1380D, Sess: 4, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1380D_4_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-13: DF Exception: Sub: R1381T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1381T_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-25: DF Exception: Sub: R1398J, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1398J_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-25: DF Exception: Sub: R1404E, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1404E_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-29: DF Exception: Sub: R1420T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1420T_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-29: DF Exception: Sub: R1421M, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1421M_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-31: DF Exception: Sub: R1426N, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1426N_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-43: DF Exception: Sub: R1463E, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1463E_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-45: DF Exception: Sub: R1465D, Sess: 3, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1465D_3_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-45: DF Exception: Sub: R1467M, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1467M_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-51: DF Exception: Sub: R1472T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1472T_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-58-51: DF Exception: Sub: R1472T, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1472T_1_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-59-06: DF Exception: Sub: R1488T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1488T_0_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_17-59-07: DF Exception: Sub: R1488T, Sess: 3, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/john/SWR_semantic_scratch/ENCODING/SWR_catFR1_R1488T_3_HPC_encoding_soz_in_hamming.p', file: <ipython-input-12-681bb1b1ad35>, line no: 55
2023-08-07_19-21-36: DF Exception: Sub: R1067P, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1067P_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-36: DF Exception: Sub: R1086M, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1086M_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-42: DF Exception: Sub: R1147P, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1147P_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-43: DF Exception: Sub: R1157C, Sess: 2, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1157C_2_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-46: DF Exception: Sub: R1190P, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1190P_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-46: DF Exception: Sub: R1190P, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1190P_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-46: DF Exception: Sub: R1192C, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1192C_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-46: DF Exception: Sub: R1192C, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1192C_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-46: DF Exception: Sub: R1192C, Sess: 2, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1192C_2_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-49: DF Exception: Sub: R1221P, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1221P_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-49: DF Exception: Sub: R1221P, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1221P_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-49: DF Exception: Sub: R1221P, Sess: 2, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1221P_2_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-52: DF Exception: Sub: R1240T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1240T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-52: DF Exception: Sub: R1243T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1243T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-54: DF Exception: Sub: R1254E, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1254E_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-56: DF Exception: Sub: R1269E, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1269E_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-56: DF Exception: Sub: R1269E, Sess: 2, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1269E_2_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-21-56: DF Exception: Sub: R1269E, Sess: 3, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1269E_3_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-10: DF Exception: Sub: R1337E, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1337E_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-10: DF Exception: Sub: R1337E, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1337E_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-14: DF Exception: Sub: R1354E, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1354E_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-16: DF Exception: Sub: R1361C, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1361C_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-21: DF Exception: Sub: R1372C, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1372C_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-24: DF Exception: Sub: R1377M, Sess: 6, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1377M_6_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-28: DF Exception: Sub: R1380D, Sess: 4, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1380D_4_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-28: DF Exception: Sub: R1381T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1381T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-34: DF Exception: Sub: R1386T, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1386T_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-36: DF Exception: Sub: R1388T, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1388T_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-36: DF Exception: Sub: R1393T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1393T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-47: DF Exception: Sub: R1398J, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1398J_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-47: DF Exception: Sub: R1404E, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1404E_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-51: DF Exception: Sub: R1413D, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1413D_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-52: DF Exception: Sub: R1420T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1420T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-53: DF Exception: Sub: R1421M, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1421M_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-22-56: DF Exception: Sub: R1426N, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1426N_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-23-16: DF Exception: Sub: R1463E, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1463E_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-23-19: DF Exception: Sub: R1465D, Sess: 3, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1465D_3_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-23-19: DF Exception: Sub: R1467M, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1467M_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-23-30: DF Exception: Sub: R1472T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1472T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-23-30: DF Exception: Sub: R1472T, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1472T_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-23-52: DF Exception: Sub: R1488T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1488T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-07_19-24-10: DF Exception: Sub: R1497T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1497T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-08_13-29-59: DF Exception: Sub: R1067P, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1067P_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-08_13-29-59: DF Exception: Sub: R1086M, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1086M_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-08_13-30-05: DF Exception: Sub: R1147P, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1147P_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-08_13-30-06: DF Exception: Sub: R1157C, Sess: 2, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1157C_2_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-08_13-30-10: DF Exception: Sub: R1190P, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1190P_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-08_13-30-10: DF Exception: Sub: R1190P, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1190P_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-08_13-30-10: DF Exception: Sub: R1192C, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1192C_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-08_13-30-10: DF Exception: Sub: R1192C, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1192C_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-08_13-30-10: DF Exception: Sub: R1192C, Sess: 2, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1192C_2_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-08_13-30-13: DF Exception: Sub: R1221P, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1221P_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
2023-08-08_13-30-13: DF Exception: Sub: R1221P, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1221P_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 218
